hub,site,observerPc,date,startTimePc,timePc,speciesPc,species_format,distancePc,countPc,detectionPc,notesPc
DC,BUISNORVA1,JLM,7/5/2016,6:55,3,CARW,CARW,0-10,2,Auditory,.
DC,BUISNORVA1,JLM,7/5/2016,6:55,3,TUTI,TUTI,0-10,1,Auditory,.
DC,BUISNORVA1,JLM,7/5/2016,6:55,3,NOCA,NOCA,31-40,1,Auditory,.
DC,BUISNORVA1,JLM,7/5/2016,6:55,3,CACH,CACH,41-50,1,Auditory,.
DC,BUISNORVA1,JLM,7/5/2016,6:55,3,CARW,CARW,21-30,1,Auditory,.
DC,BUISNORVA1,JLM,7/5/2016,6:55,2,RBWO,RBWO,11-20 ,1,Auditory,.
DC,BUISNORVA1,JLM,7/5/2016,6:55,5,CACH,CACH,11-20 ,1,Auditory,.
DC,BUISNORVA1,JLM,7/5/2016,6:55,5,BLJA,BLJA,31-40,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,HOWR,HOWR,11-20 ,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,HOWR,HOWR,41-50,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,CACH,CACH,21-30,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,HOSP,HOSP,0-10,1,Visual,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,HOSP,HOSP,11-20 ,1,Visual,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,NOCA,NOCA,21-30,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,NOCA,NOCA,41-50,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,3,SOSP,SOSP,31-40,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,2,CARW,CARW,41-50,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,2,WBNU,WBNU,31-40,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,5,HOFI,HOFI,41-50,1,Auditory,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,5,NOCA,NOCA,0-10,1,Both,.
DC,FISHFERVA1,KPK,7/5/2016,7:01,5,HOWR,HOWR,0-10,1,Both,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,3,GRCA,GRCA,31-40,1,Auditory,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,3,HOSP,HOSP,0-10,2,Both,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,3,CARW,CARW,41-50,1,Auditory,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,3,NOMO,NOMO,41-50,1,Auditory,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,2,COGR,COGR,11-20 ,1,Visual,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,5,CHSW,CHSW,41-50,1,Auditory,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,5,EUST,EUST,11-20 ,1,Auditory,.
DC,BROWANNDC1,JLM,7/2/2016,6:57,5,NOCA,NOCA,0-10,2,Both,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,3,HOSP,HOSP,0-10,1,Both,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,3,EUST,EUST,31-40,1,Auditory,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,3,MODO,MODO,21-30,1,Visual,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,3,HOSP,HOSP,11-20 ,1,Both,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,3,HOSP,HOSP,21-30,2,Both,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,2,AMRO,AMRO,41-50,1,Visual,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,2,MODO,MODO,21-30,1,Visual,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,5,AMRO,AMRO,31-40,1,Both,.
DC,BROWANNDC1,ERF,4/28/2016,7:27,5,HOSP,HOSP,21-30,1,Visual,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,3,NOMO,NOMO,0-10,1,Auditory,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,3,CARW,CARW,0-10,1,Auditory,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,3,HOSP,HOSP,0-10,1,Auditory,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,3,AMCR,AMCR,11-20 ,1,Auditory,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,3,BLJA,BLJA,21-30,1,Auditory,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,3,EUST,EUST,0-10,1,Both,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,2,COGR,COGR,11-20 ,1,Both,.
DC,TANGLAUDC1,JLM,7/7/2016,6:52,5,AMRO,AMRO,0-10,1,Both,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,AMCR,AMCR,11-20 ,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,AMCR,AMCR,21-30,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,AMRO,AMRO,0-10,1,Visual,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,HOWR,HOWR,31-40,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,YSFL,NOFL,21-30,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,COGR,COGR,0-10,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,COGR,COGR,11-20 ,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,MODO,MODO,21-30,1,Visual,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,SOSP,SOSP,31-40,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,NOCA,NOCA,31-40,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,NOCA,NOCA,41-50,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,2,AMRO,AMRO,11-20 ,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,2,EUST,EUST,11-20 ,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,2,EUST,EUST,21-30,2,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,BLJA,BLJA,21-30,1,Visual,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,NOCA,NOCA,0-10,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,SOSP,SOSP,41-50,1,Auditory,.
DC,HULLJEFVA1,KPK,7/7/2016,6:57,3,HOSP,HOSP,0-10,1,Visual,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,3,HOSP,HOSP,21-30,1,Auditory,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,3,BHCO,BHCO,41-50,1,Auditory,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,3,GRCA,GRCA,0-10,1,Both,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,2,AMCR,AMCR,41-50,1,Auditory,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,5,MODO,MODO,41-50,1,Auditory,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,5,EUST,EUST,21-30,1,Both,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,5,NOMO,NOMO,31-40,1,Auditory,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,5,HOSP,HOSP,0-10,1,Visual,.
DC,REUTSHAMD1,JLM,7/8/2016,7:09,5,MODO,MODO,11-20 ,1,Auditory,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,3,SOSP,SOSP,11-20 ,1,Auditory,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,3,CACH,CACH,11-20 ,1,Auditory,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,3,CACH,CACH,31-40,2,Auditory,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,3,HOSP,HOSP,11-20 ,2,Visual,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,2,WBNU,WBNU,21-30,1,Auditory,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,2,SOSP,SOSP,21-30,1,Auditory,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,5,AMRO,AMRO,21-30,1,Visual,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,5,NOCA,NOCA,41-50,1,Auditory,.
DC,LINDHANMD1,KPK,7/8/2016,7:15,5,BLJA,BLJA,31-40,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,3,TUTI,TUTI,41-50,1,Auditory,Partially interrupted by participant greeting me with two barking dogs in middle of point count.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,3,CARW,CARW,21-30,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,3,NOCA,NOCA,21-30,2,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,3,RBWO,RBWO,21-30,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,2,DOWO,DOWO,41-50,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,2,NOCA,NOCA,0-10,1,Visual,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,2,AMRO,AMRO,11-20 ,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,AMCR,AMCR,41-50,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,NOCA,NOCA,21-30,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,CARW,CARW,41-50,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,BGGN,BGGN,0-10,1,Visual,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,BGGN,BGGN,21-30,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,TUTI,TUTI,11-20 ,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,TUTI,TUTI,21-30,1,Auditory,.
DC,ASSMCARMD1,KJW,7/8/2016,7:02,5,TUTI,TUTI,31-40,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,CACH,CACH,0-10,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,CACH,CACH,21-30,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,HOWR,HOWR,21-30,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,WBNU,WBNU,31-40,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,SOSP,SOSP,41-50,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,TUTI,TUTI,11-20 ,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,COGR,COGR,11-20 ,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,3,HOWR,HOWR,11-20 ,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,2,GRCA,GRCA,21-30,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,2,DOWO,DOWO,11-20 ,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,5,NOMO,NOMO,41-50,1,Auditory,.
DC,WOODPAUVA1,JLM,7/11/2016,7:15,5,AMCR,AMCR,41-50,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,3,COGR,COGR,11-20 ,3,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,3,NOCA,NOCA,21-30,1,Visual,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,3,SOSP,SOSP,11-20 ,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,3,SOSP,SOSP,21-30,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,3,AMRO,AMRO,11-20 ,1,Both,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,3,AMRO,AMRO,21-30,1,Both,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,3,DOWO,DOWO,0-10,1,Both,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,2,AMCR,AMCR,0-10,1,Visual,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,2,MODO,MODO,31-40,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,2,GRCA,GRCA,11-20 ,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,2,EUST,EUST,11-20 ,1,Both,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,AMRO,AMRO,41-50,3,Visual,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,GRCA,GRCA,11-20 ,1,Visual,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,GRCA,GRCA,41-50,1,Visual,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,HOWR,HOWR,21-30,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,HOWR,HOWR,41-50,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,NOCA,NOCA,11-20 ,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,BLJA,BLJA,31-40,1,Visual,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,AMCR,AMCR,21-30,1,Auditory,.
DC,LANDCELVA1,KPK,7/9/2016,6:57,5,AMCR,AMCR,31-40,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,3,CACH,CACH,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,3,CHSP,CHSP,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,3,AMCR,AMCR,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,3,BLJA,BLJA,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,3,HOWR,HOWR,31-40,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,3,GRCA,GRCA,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,3,TUTI,TUTI,31-40,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,2,MODO,MODO,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,2,NOCA,NOCA,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,2,AMGO,AMGO,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,5,DOWO,DOWO,41-50,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,5,NOCA,NOCA,21-30,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,5,AMCR,AMCR,11-20 ,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,5,HOSP,HOSP,21-30,1,Auditory,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,5,NOCA,NOCA,11-20 ,1,Both,.
DC,MORRCHRVA1,JLM,7/9/2016,6:58,5,CHSP,CHSP,11-20 ,1,Visual,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,3,CACH,CACH,21-30,1,Auditory,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,3,CACH,CACH,41-50,1,Auditory,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,3,NOCA,NOCA,31-40,1,Auditory,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,3,NOCA,NOCA,41-50,1,Auditory,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,3,TUTI,TUTI,21-30,3,Both,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,3,BLJA,BLJA,31-40,1,Auditory,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,3,HOWR,HOWR,31-40,1,Auditory,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,5,CARW,CARW,41-50,1,Auditory,.
DC,LANGANKVA1,KPK,7/11/2016,7:12,5,AMCR,AMCR,31-40,1,Auditory,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,3,HOSP,HOSP,0-10,25,Both,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,3,HOFI,HOFI,0-10,10,Both,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,3,NA,unknown,41-50,1,Auditory,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,5,AMCR,AMCR,41-50,1,Auditory,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,5,SOSP,SOSP,21-30,1,Auditory,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,5,NOCA,NOCA,31-40,1,Auditory,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,5,CHSW,CHSW,31-40,1,Auditory,.
DC,WOLFAMYDC1,JLM,7/12/2016,7:02,5,NOCA,NOCA,0-10,1,Both,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,3,HOSP,HOSP,0-10,7,Both,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,3,HOSP,HOSP,11-20 ,3,Both,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,3,SOSP,SOSP,0-10,1,Both,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,3,SOSP,SOSP,11-20 ,1,Both,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,3,SOSP,SOSP,21-30,1,Both,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,3,NOCA,NOCA,31-40,1,Auditory,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,3,GRCA,GRCA,0-10,1,Visual,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,2,HOFI,HOFI,31-40,2,Visual,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,2,NOCA,NOCA,41-50,1,Auditory,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,5,WBNU,WBNU,0-10,1,Visual,.
DC,MCNAKRIMD1,KPK,7/12/2016,6:53,5,AMCR,AMCR,21-30,2,Both,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,CHSP,CHSP,21-30,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,AMCR,AMCR,41-50,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,AMGO,AMGO,41-50,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,CHSW,CHSW,41-50,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,AMRO,AMRO,0-10,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,GRCA,GRCA,0-10,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,NOCA,NOCA,31-40,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,3,NOCA,NOCA,0-10,1,Visual,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,2,GRCA,GRCA,31-40,1,Auditory,.
DC,MCCAKEVMD1,JLM,7/13/2016,6:45,5,CARW,CARW,41-50,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,3,HOWR,HOWR,11-20 ,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,3,AMRO,AMRO,0-10,1,Both,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,3,AMRO,AMRO,31-40,1,Both,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,3,CARW,CARW,21-30,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,3,CHSP,CHSP,31-40,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,3,EAWP,EAWP,41-50,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,2,AMRO,AMRO,11-20 ,1,Visual,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,2,GRCA,GRCA,41-50,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,2,MODO,MODO,31-40,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,5,AMGO,AMGO,21-30,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,5,TUTI,TUTI,21-30,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,5,TUTI,TUTI,31-40,1,Auditory,.
DC,GOMEKARMD1,KPK,7/13/2016,7:08,5,AMRO,AMRO,11-20 ,2,Visual,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,NOCA,NOCA,21-30,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,CHSP,CHSP,11-20 ,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,AMRO,AMRO,11-20 ,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,NOCA,NOCA,0-10,2,Both,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,WBNU,WBNU,21-30,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,HOWR,HOWR,41-50,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,3,CACH,CACH,41-50,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,2,CACH,CACH,0-10,1,Both,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,5,AMRO,AMRO,0-10,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,5,CARW,CARW,21-30,1,Auditory,.
DC,CAMPGLOMD1,JLM,7/14/2016,7:05,5,AMCR,AMCR,41-50,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,3,AMRO,AMRO,11-20 ,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,3,AMRO,AMRO,41-50,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,3,NOCA,NOCA,0-10,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,3,TUTI,TUTI,31-40,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,3,HOWR,HOWR,41-50,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,3,AMGO,AMGO,11-20 ,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,2,CARW,CARW,11-20 ,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,2,NOCA,NOCA,31-40,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,2,NOCA,NOCA,41-50,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,5,CARW,CARW,41-50,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,5,MODO,MODO,31-40,1,Auditory,.
DC,JAKOELVVA1,KPK,7/14/2016,6:59,5,BLJA,BLJA,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,3,CARW,CARW,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,3,TUTI,TUTI,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,3,AMGO,AMGO,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,3,AMCR,AMCR,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,3,HOWR,HOWR,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,3,EWPW,EAWP,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,2,DOWO,DOWO,11-20 ,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,2,WBNU,WBNU,31-40,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,2,MODO,MODO,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,2,CACH,CACH,41-50,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,5,RBWO,RBWO,21-30,1,Auditory,.
DC,WILLTINVA1,JLM,7/15/2016,6:57,5,HOFI,HOFI,41-50,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,3,AMRO,AMRO,31-40,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,3,HOWR,HOWR,21-30,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,3,NOCA,NOCA,0-10,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,3,HOFI,HOFI,21-30,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,3,SOSP,SOSP,11-20 ,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,3,CARW,CARW,41-50,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,3,HOSP,HOSP,21-30,4,Visual,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,2,AMRO,AMRO,21-30,1,Visual,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,2,BLJA,BLJA,41-50,1,Auditory,.
DC,MCDOELIVA1,KPK,7/15/2016,7:00,5,SOSP,SOSP,41-50,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,NOCA,NOCA,11-20 ,2,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,HOFI,HOFI,11-20 ,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,CARW,CARW,41-50,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,RBWO,RBWO,11-20 ,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,AMGO,AMGO,11-20 ,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,EWPW,EAWP,21-30,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,WOTH,WOTH,41-50,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,3,CACH,CACH,41-50,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,2,DOWO,DOWO,11-20 ,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,5,CARW,CARW,11-20 ,1,Auditory,.
DC,BAUGSHEVA1,JLM,7/18/2016,6:26,5,TUTI,TUTI,11-20 ,1,Auditory,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,3,SOSP,SOSP,31-40,1,Auditory,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,3,CHSP,CHSP,11-20 ,1,Auditory,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,3,SOSP,SOSP,0-10,1,Both,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,3,TUTI,TUTI,21-30,1,Auditory,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,3,NOCA,NOCA,31-40,1,Auditory,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,2,AMRO,AMRO,0-10,1,Visual,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,2,HOSP,HOSP,0-10,1,Auditory,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,5,CHSP,CHSP,0-10,2,Both,.
