site,date,point,treespp,treespp_format,check,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6,dbh7,dbh8,dbh9,dbh10,dbh11,dbh12,dbh13,dbh14,dbh15,dbh16,dbh17,dbh18,dbh19,dbh20,dbh21,dbh22,height,height_to_crown,Width1,width2,Condition,notes,year,notes
steuchrva2,6/21/2015,3,red maple,red maple,red maple,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,12,9,9,r,.,2015,
steuchrva2,6/21/2015,3,peach,peach,peach,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.5,3,3,p,.,2015,
steuchrva2,6/21/2015,3,peach,peach,peach,5,5,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,6,6,p,.,2015,
steuchrva2,6/21/2015,3,jap cherry,japanese cherry,japanese cherry,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,5,5,p,.,2015,
steuchrva2,6/21/2015,3,bamboo,bamboo,bamboo,2 x 300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2015,
steuchrva2,6/21/2015,4,river birch,river birch,river birch,35,20,20,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,0,12,12,p,.,2015,
steuchrva2,6/21/2015,4,butterfly bush,butterfly bush,butterfly bush,2,2,2,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,1.25,3,4,p,.,2015,
steuchrva2,6/21/2015,4,ornamental holly,ornamental holly,ornamental holly,10,10,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2,6,6,p,.,2015,
steuchrva2,6/21/2015,4,ornamental holly,ornamental holly,ornamental holly,10,10,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2,6,6,p,.,2015,
steuchrva2,6/21/2015,4,black cherry,black cherry,black cherry,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.5,1.5,1.5,s,.,2015,
steuchrva2,6/21/2015,4,ash sp.,ash sp.,ash sp.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,1.5,3,2,s,.,2015,
steuchrva2,6/21/2015,4,tree of heaven,tree of heaven,tree of heaven,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1.5,2,2,s,.,2015,
steuchrva2,6/21/2015,4,ornamental holly,ornamental holly,ornamental holly,20,20,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,1.5,6,6,p,.,2015,
steuchrva2,6/21/2015,4,mulberry,mulberry,mulberry,0.5,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.5,1,s,.,2015,
wildannva2,6/25/2015,nestbox,mulberry,mulberry,mulberry,13,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,3,5.5,5.5,unknown,.,2015,
wildannva2,6/25/2015,nestbox,tulip poplar,tulip tree,tulip tree,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,7,9,6,unknown,.,2015,
wildannva2,6/25/2015,nestbox,tulip poplar,tulip tree,tulip tree,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,6,5,3,unknown,.,2015,
wildannva2,6/25/2015,nestbox,tulip poplar,tulip tree,tulip tree,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,8,6,4.5,unknown,.,2015,
wildannva2,6/25/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.5,0.75,6,5,unknown,.,2015,
wildannva2,6/25/2015,nestbox,chinese privet,chinese privet,chinese privet,8,5,2,3,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.75,0.5,2.5,3,p,.,2015,
wildannva2,6/25/2015,nestbox,ornamental holly,ornamental holly,ornamental holly,4,10,5,5,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.5,1,3.25,3.25,p,.,2015,
wildannva2,6/25/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.5,3,4.75,4.75,unknown,.,2015,
wildannva2,6/25/2015,nestbox,chinese privet,chinese privet,chinese privet,5,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0.5,1.25,1.75,p,.,2015,
wildannva2,6/25/2015,nestbox,silver maple,silver maple,silver maple,130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,5.5,12,16,r,.,2015,
wildannva2,6/25/2015,1,silver maple,silver maple,silver maple,137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,2.5,20,18,r,.,2015,
wildannva2,7/11/2015,2,tulip poplar,tulip tree,tulip tree,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,8,8,8,r,.,2015,
wildannva2,7/11/2015,2,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0.5,4,4,p,.,2015,
wildannva2,7/11/2015,2,crabapple,crabapple,crabapple,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.75,0,0.5,0.5,s,.,2015,
wildannva2,7/11/2015,2,japanese cherry,japanese cherry,japanese cherry,6,6,6,5,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1.75,4,4,p,.,2015,
wildannva2,7/11/2015,2,japanese cherry,japanese cherry,japanese cherry,7,7,6,5,5,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1.5,4,3,p,.,2015,
wildannva2,7/11/2015,2,weeping cherry,weeping cherry,weeping cherry,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,3,3,p,.,2015,
wildannva2,6/25/2015,3,apple,apple sp.,apple sp.,5,2,2.5,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.75,4.5,4,p,.,2015,
wildannva2,6/25/2015,3,american holly,american holly,american holly,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,6,6,p,.,2015,
wildannva2,6/25/2015,3,flowering dogwood,flowering dogwood,flowering dogwood,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,1.5,1,p,.,2015,
wildannva2,6/25/2015,4,black cherry,black cherry,black cherry,12,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1,5,5,unknown,.,2015,
wildannva2,6/25/2015,4,japanese cherry,japanese cherry,japanese cherry,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1.5,7,9,unknown,.,2015,
wildannva2,6/25/2015,4,hickory sp. (7 leaves),mockernut hickory,mockernut hickory,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,3,13,12,r,.,2015,
wildannva2,6/25/2015,4,white pine,white pine,white pine,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2.5,5,5,p,.,2015,
wildannva2,6/25/2015,4,white pine,white pine,white pine,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2.5,5,5,p,.,2015,
wildannva2,6/25/2015,4,ornamental holly,ornamental holly,ornamental holly,4,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,3.5,2.5,s,.,2015,
wildannva2,6/25/2015,4,white pine,white pine,white pine,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,3,5,5,p,.,2015,
wildannva2,6/25/2015,4,white pine,white pine,white pine,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,3,5,5,p,.,2015,
wildannva2,6/25/2015,4,red maple,red maple,red maple,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,6,8,unknown,.,2015,
wildannva2,6/25/2015,4,black locust,black locust,black locust,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,4,7,8,unknown,.,2015,
wildannva2,6/25/2015,4,chinese privet,chinese privet,chinese privet,1,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1.5,1.5,1.5,p,.,2015,
wildannva2,6/25/2015,4,chinese privet,chinese privet,chinese privet,6,7,6,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,3,3,p,.,2015,
wildannva2,6/25/2015,4,chinese privet,chinese privet,chinese privet,8,6,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,4,4,p,.,2015,
wildannva2,6/25/2015,4,chinese privet,chinese privet,chinese privet,8,6,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,4,4,p,.,2015,
wildannva2,6/25/2015,4,chinese privet,chinese privet,chinese privet,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,2.5,2.5,p,.,2015,
wildannva2,6/25/2015,4,chinese privet,chinese privet,chinese privet,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,2.5,2.5,p,.,2015,
wildannva2,6/25/2015,4,chinese privet,chinese privet,chinese privet,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,1.5,1.5,p,.,2015,
wildannva2,6/25/2015,4,kousa (?) dogwood or stellar dogwood?,kousa dogwood,kousa dogwood,7,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,6,5,p,.,2015,
farysimmd1,6/26/2015,nestbox,black cherry,black cherry,black cherry,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,9,6,4,r,.,2015,
farysimmd1,6/26/2015,nestbox,serviceberry,serviceberry,serviceberry,6,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,3,3,3,p,.,2015,
farysimmd1,6/26/2015,nestbox,star magnolia,star magnolia,star magnolia,8,8,3,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2,5,5,p,.,2015,
farysimmd1,6/26/2015,nestbox,japanese cherry,japanese cherry,japanese cherry,20,15,15,6,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,4,6,6,p,.,2015,
farysimmd1,6/26/2015,nestbox,dawn redwood,dawn redwood,dawn redwood,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,0.5,10,10,p,.,2015,
farysimmd1,6/26/2015,nestbox,crape myrtle,crape myrtle,crape myrtle,10,10,8,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0.5,5,3,p,.,2015,
farysimmd1,6/26/2015,nestbox,crape myrtle,crape myrtle,crape myrtle,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,3,1.5,s,.,2015,
farysimmd1,6/26/2015,nestbox,paw paw,pawpaw,pawpaw,0.5,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,2,1.5,p,.,2015,
farysimmd1,6/26/2015,nestbox,paw paw,pawpaw,pawpaw,6,2,1,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.25,1.5,1.5,p,.,2015,
farysimmd1,6/26/2015,nestbox,paw paw,pawpaw,pawpaw,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,1.5,1.5,p,.,2015,
farysimmd1,6/26/2015,nestbox,paw paw,pawpaw,pawpaw,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,1,1,.,.,2015,
farysimmd1,6/26/2015,nestbox,paw paw,pawpaw,pawpaw,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,1,1,.,.,2015,
farysimmd1,6/26/2015,nestbox,boxwood,boxwood,boxwood,5,5,2,2,2,2,6,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,4.5,0,3,1.5,p,.,2015,
farysimmd1,6/26/2015,nestbox,boxwood,boxwood,boxwood,2,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,0,3,1,p,.,2015,
farysimmd1,6/26/2015,nestbox,kousa dogwood,kousa dogwood,kousa dogwood,12,8,11,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.25,4,3,p,.,2015,
farysimmd1,6/26/2015,nestbox,american elm,american elm,american elm,18,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,3.5,5,4,r,.,2015,
farysimmd1,6/26/2015,nestbox,japanese persimmon,japanese persimmon,japanese persimmon,5,1,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,0.2,4,4,p,.,2015,
farysimmd1,6/26/2015,nestbox,paw paw,pawpaw,pawpaw,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.25,.,.,.,.,2015,
farysimmd1,6/26/2015,nestbox,paw paw,pawpaw,pawpaw,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.25,.,.,.,.,2015,
farysimmd1,6/26/2015,nestbox,crabapple,crabapple,crabapple,3,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.25,3,2,p,.,2015,
farysimmd1,6/26/2015,1,crape myrtle,crape myrtle,crape myrtle,2,2,2,2,2,2,3,3,3,4,4,.,.,.,.,.,.,.,.,.,.,.,4.5,0.1,4.5,3,p,.,2015,
farysimmd1,6/26/2015,1,ash sp.,ash sp.,ash sp.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2.75,2.5,2.5,p,.,2015,
farysimmd1,6/26/2015,1,japanese maple,japanese maple,japanese maple,0.5,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.75,0,1,1,p,.,2015,
farysimmd1,6/26/2015,2,sweetbay magnolia,sweetbay magnolia,sweetbay magnolia,10,25,5,20,10,5,10,20,6,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.25,12,10,p,.,2015,
farysimmd1,6/26/2015,2,scarlet oak,scarlet oak,scarlet oak,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,6,18,22,r,.,2015,
farysimmd1,6/26/2015,2,buford holly,buford holly,buford holly,11,11,8,5,5,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.25,6,6,p,.,2015,
farysimmd1,6/26/2015,2,leatherleaf viburnum,leatherleaf viburnum,leatherleaf viburnum,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,0,2,2,p,.,2015,
farysimmd1,6/26/2015,2,crabapple,crabapple,crabapple,15,3,3,3,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,6,5,p,.,2015,
farysimmd1,6/26/2015,2,crabapple,crabapple,crabapple,8,6,5,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,6,5,p,.,2015,
farysimmd1,6/26/2015,2,crape myrtle,crape myrtle,crape myrtle,3,6,2,7,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,2,3,3,p,.,2015,
farysimmd1,6/26/2015,2,rose of sharon,rose of sharon,rose of sharon,3,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.5,2,2,s,.,2015,
farysimmd1,6/26/2015,2,crape myrtle,crape myrtle,crape myrtle,8,8,8,8,8,8,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,7,2,6,6,p,.,2015,
farysimmd1,6/26/2015,2,corkscrew willow,corkscrew willow,corkscrew willow,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3.5,6,6,p,.,2015,
farysimmd1,6/26/2015,2,flowering dogwood,flowering dogwood,flowering dogwood,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2.5,4,4,p,.,2015,
farysimmd1,6/26/2015,2,euonymus,euonymus,euonymus,3,3,3,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,3,2,p,.,2015,
farysimmd1,6/26/2015,3,serviceberry,serviceberry,serviceberry,1,1,1,1,1,3,3,3,3,3,5,5,.,.,.,.,.,.,.,.,.,.,6,1,3,3,p,.,2015,
farysimmd1,6/26/2015,3,crape myrtle,crape myrtle,crape myrtle,9,9,9,9,9,9,9,9,8,8,8,8,8,5,5,5,5,12,.,.,.,.,9,2,5,5,p,.,2015,
farysimmd1,6/26/2015,4,flowering dogwood,flowering dogwood,flowering dogwood,2,8,5,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2.5,2.5,2.5,.,.,2015,
farysimmd1,6/26/2015,4,unknown #1 shrub,unknown,unknown,2,2,1,2,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0,2,2,.,.,2015,
farysimmd1,6/26/2015,4,unknown #1,unknown,unknown,2,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,3,3,.,.,2015,
farysimmd1,6/26/2015,4,red maple,red maple,red maple,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.5,7,7,.,.,2015,
farysimmd1,6/26/2015,4,blue spruce,blue spruce,blue spruce,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0,3.5,3,.,.,2015,
farysimmd1,6/26/2015,4,american holly,american holly,american holly,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,2,2,.,.,2015,
brigkimmd1,6/28/2015,nestbox,southern red oak,southern red oak,southern red oak,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,12,25,25,unknown,.,2015,
brigkimmd1,6/28/2015,nestbox,silver maple,silver maple,silver maple,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,1.75,8,8,p,.,2015,
brigkimmd1,6/28/2015,nestbox,forsythia,forsythia,forsythia,2,3,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,4,2,p,.,2015,
brigkimmd1,6/28/2015,nestbox,red cedar,red cedar,red cedar,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,1,1,p,.,2015,
brigkimmd1,6/28/2015,nestbox,sassafras,sassafras,sassafras,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2,5,5,unknown,.,2015,
brigkimmd1,6/28/2015,nestbox,black cherry,black cherry,black cherry,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,2,2,unknown,.,2015,
brigkimmd1,6/28/2015,nestbox,black cherry,black cherry,black cherry,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,2,2,unknown,.,2015,
brigkimmd1,6/28/2015,nestbox,black cherry,black cherry,black cherry,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,2,2,unknown,.,2015,
brigkimmd1,6/28/2015,nestbox,apple,apple sp.,apple sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.25,0.5,0.3,0.2,p,.,2015,
brigkimmd1,6/28/2015,nestbox,viburnum sp.,viburnum sp.,viburnum sp.,4,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.5,1.5,1.5,p,.,2015,
brigkimmd1,6/28/2015,nestbox,lilac,lilac,lilac,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.75,0.5,1,0.5,p,.,2015,
brigkimmd1,6/28/2015,nestbox,red leaf plum,purple-leaf plum,purple-leaf plum,6,5,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.25,3,3,p,.,2015,
brigkimmd1,6/28/2015,1,silver maple,silver maple,silver maple,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,1.5,15,15,r,.,2015,
brigkimmd1,6/28/2015,2,silver maple,silver maple,silver maple,35,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,6,12,12,p,.,2015,
brigkimmd1,6/28/2015,2,lilac,lilac,lilac,5,5,1,1,2,2,2,3,4,4,7,.,.,.,.,.,.,.,.,.,.,.,5,0.25,3.5,3,p,.,2015,
brigkimmd1,6/28/2015,2,zelkova (jap),zelkova,zelkova,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,9,9,p,.,2015,
brigkimmd1,6/28/2015,3,white mulberry,white mulberry,white mulberry,5,2,4,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s,.,2015,
brigkimmd1,6/28/2015,3,black cherry,black cherry,black cherry,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.75,0,0.25,0.25,s,.,2015,
brigkimmd1,6/28/2015,3,red maple,red maple,red maple,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2015,
brigkimmd1,6/28/2015,3,redbud,redbud,redbud,8,5,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,6,6,p,.,2015,
brigkimmd1,6/28/2015,3,redbud,redbud,redbud,8,5,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,6,6,p,.,2015,
brigkimmd1,6/28/2015,3,red maple,red maple,red maple,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,1.5,12,12,r,.,2015,
brigkimmd1,6/28/2015,3,lilac,lilac,lilac,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0,1.5,1.5,p,.,2015,
brigkimmd1,6/28/2015,3,bradford pear,bradford pear,bradford pear,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,3,9,8,p,.,2015,
brigkimmd1,6/28/2015,3,southern red oak (1/2 in plot),southern red oak,southern red oak,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,9,24,24,r,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
brigkimmd1,6/28/2015,4,leyland cypress,leyland cypress,leyland cypress,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.25,2,2,p,.,2015,
