site,date,point,treespp,treespp_format,check,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6,dbh7,dbh8,dbh9,dbh10,dbh11,dbh12,dbh13,dbh14,dbh15,dbh16,dbh17,dbh18,dbh19,dbh20,dbh21,dbh22,height,height_to_crown,Width1,width2,Condition,notes,year,notes
holldebva1,2013,HOLLDEB-19,crape myrtle spp.,crape myrtle,crape myrtle,5,2,4,2,2,1,3,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,catalpa,catalpa,catalpa,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,plum tree,plum,plum,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,willow oak,willow oak,willow oak,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,catalpa,catalpa,catalpa,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,kousa dogwood,kousa dogwood,kousa dogwood,5,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,fig Tree,fig,fig,2,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,fig Tree,fig,fig,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,fig Tree,fig,fig,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,fig Tree,fig,fig,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,fig Tree,fig,fig,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,fig Tree,fig,fig,3,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-19,fig Tree,fig,fig,2,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,silver maple,silver maple,silver maple,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,silver maple,silver maple,silver maple,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,silver maple,silver maple,silver maple,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,silver maple,silver maple,silver maple,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,silver maple,silver maple,silver maple,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,silver maple,silver maple,silver maple,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,white mulberry,white mulberry,white mulberry,30,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-8,sassafras,sassafras,sassafras,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
holldebva1,2013,HOLLDEB-8,leyland cypress,leyland cypress,leyland cypress,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,black Locust,black Locust,black locust,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,american elm,american elm,american elm,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,ash spp.,ash sp.,ash sp.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,4,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,tree of heaven,tree of heaven,tree of heaven,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,tree of heaven,tree of heaven,tree of heaven,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,22,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,grapevine,grapevine,grapevine,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,grapevine,grapevine,grapevine,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,grapevine,grapevine,grapevine,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,grapevine,grapevine,grapevine,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,box elder,boxelder,boxelder,8,5,11,12,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,box elder,boxelder,boxelder,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,box elder,boxelder,boxelder,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,tree of heaven,tree of heaven,tree of heaven,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,tree of heaven,tree of heaven,tree of heaven,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,white mulberry,white mulberry,white mulberry,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,white mulberry,white mulberry,white mulberry,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,18,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,2,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,silver maple,silver maple,silver maple,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,mimosa (silktree),mimosa,mimosa,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,box elder,boxelder,boxelder,5,7,8,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox2,box elder,boxelder,boxelder,4,10,5,4,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,mimosa (silktree),mimosa,mimosa,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,ash spp.,ash sp.,ash sp.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
cameparva1,2013,CAMEPAR-nestbox,tree of heaven,tree of heaven,tree of heaven,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,pignut hickory,pignut hickory,pignut hickory,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,pignut hickory,pignut hickory,pignut hickory,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,pignut hickory,pignut hickory,pignut hickory,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,pignut hickory,pignut hickory,pignut hickory,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,pignut hickory,pignut hickory,pignut hickory,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,pignut hickory,pignut hickory,pignut hickory,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,red oak,red oak,red oak,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,red oak,red oak,red oak,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,red oak,red oak,red oak,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,red oak,red oak,red oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,red oak,red oak,red oak,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,red oak,red oak,red oak,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,1,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,ash spp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,ash spp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,ash spp.,ash sp.,ash sp.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,ash spp.,ash sp.,ash sp.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,ash spp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,ash spp.,ash sp.,ash sp.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,0.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,snag,snag,snag,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-11,snag,snag,snag,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,white oak,white oak,white oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,japanese cherry Spp.,japanese cherry,japanese cherry,0.5,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,tulip popular,tulip tree,tulip tree,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,black gum,black gum,black gum,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-11,leyland cypress,leyland cypress,leyland cypress,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,pignut hickory,pignut hickory,pignut hickory,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,red maple,red maple,red maple,30,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,red maple,red maple,red maple,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,red maple,red maple,red maple,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,red maple,red maple,red maple,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black gum,black gum,black gum,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black gum,black gum,black gum,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black gum,black gum,black gum,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black gum,black gum,black gum,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black gum,black gum,black gum,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black gum,black gum,black gum,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
