site,date,point,shrubspp,shrub_format,tree check,height,width,depth,notes,year
forsdawmd1,7/15/2015,1,euonymus,euonymus,euonymus,0.75,0.25,1,.,2015
forsdawmd1,7/15/2015,2,ornamental holly,ornamental holly,ornamental holly,1.5,1.25,1.5,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,1.25,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,morning glory,herbaceous,herbaceous,3,5,2,.,2015
forsdawmd1,7/15/2015,2,unk 2 (variegated),unknown,unknown,3,1,1,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.6,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.6,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.6,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.6,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,english ivy,english ivy,english ivy,1.75,0.75,0.25,.,2015
forsdawmd1,7/15/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,3.25,2.25,2.5,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,2.25,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,rose,multiflora rose,multiflora rose,1.25,0.75,1,.,2015
forsdawmd1,7/15/2015,2,rose,multiflora rose,multiflora rose,1.25,0.75,1,.,2015
forsdawmd1,7/15/2015,2,morning glory,herbaceous,herbaceous,5,1.5,0.5,.,2015
forsdawmd1,7/15/2015,2,forsythia,forsythia,forsythia,1.25,0.75,1.5,.,2015
forsdawmd1,7/15/2015,2,forsythia,forsythia,forsythia,1.5,2,2.25,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.75,0.25,0.5,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.5,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.5,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,grapevine,grapevine,grapevine,0.5,0.25,0.25,.,2015
forsdawmd1,7/15/2015,2,unk 3,unknown,unknown,1.5,1,1.5,.,2015
forsdawmd1,7/15/2015,2,boxwood,boxwood,boxwood,1,0.75,1,.,2015
forsdawmd1,7/15/2015,4,euonymus,euonymus,euonymus,2.75,2.5,2.5,.,2015
forsdawmd1,7/15/2015,4,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,0.6,1,0.75,.,2015
forsdawmd1,7/15/2015,4,yew,yew,yew,0.6,1,1.1,.,2015
forsdawmd1,7/15/2015,4,azalea,azalea,azalea,1.8,2.5,2.25,.,2015
forsdawmd1,7/15/2015,4,yew,yew,yew,0.75,1,1.25,.,2015
forsdawmd1,7/15/2015,4,euonymus,euonymus,euonymus,2.5,2,2.1,.,2015
forsdawmd1,7/15/2015,4,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.5,1.5,1.5,.,2015
forsdawmd1,7/15/2015,4,white cedar,northern white cedar,northern white cedar,2.5,1.5,1.75,.,2015
forsdawmd1,7/15/2015,4,white cedar,northern white cedar,northern white cedar,2.5,1.5,1.75,.,2015
forsdawmd1,7/15/2015,4,yew,yew,yew,0.6,1.1,1.25,.,2015
forsdawmd1,7/15/2015,4,azalea,azalea,azalea,1,1.1,1.5,.,2015
forsdawmd1,7/15/2015,4,yew,yew,yew,0.6,0.75,1,.,2015
forsdawmd1,7/15/2015,3,boxwood,boxwood,boxwood,1.5,1.25,1.5,.,2015
forsdawmd1,7/15/2015,3,azalea,azalea,azalea,1,1,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,cherry laurel,cherry laurel,cherry laurel,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,yew,yew,yew,0.75,0.9,1,.,2015
forsdawmd1,7/15/2015,3,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.5,1.5,1.5,.,2015
forsdawmd1,7/15/2015,3,grapevine,grapevine,grapevine,1.5,1,0.5,.,2015
forsdawmd1,7/15/2015,3,grapevine,grapevine,grapevine,0.6,0.6,0.6,.,2015
forsdawmd1,7/15/2015,3,azalea,azalea,azalea,1,1.25,1.25,.,2015
forsdawmd1,7/15/2015,3,azalea,azalea,azalea,1.25,1,1.25,.,2015
forsdawmd1,7/15/2015,3,azalea,azalea,azalea,1.25,1.25,1,.,2015
forsdawmd1,7/15/2015,3,azalea,azalea,azalea,1.25,1.25,1,.,2015
forsdawmd1,7/15/2015,3,yew (hedge partial),yew,yew,2.25,2.5,2.75,.,2015
forsdawmd1,7/15/2015,3,viburnum (not native),viburnum sp.,viburnum sp.,3,3,3.5,.,2015
forsdawmd1,7/15/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.75,1.5,1.5,.,2015
forsdawmd1,7/15/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,2.1,1.5,1.5,.,2015
gatelinmd1,7/13/2015,nestbox,azalea,azalea,azalea,1,1.75,1.5,.,2015
gatelinmd1,7/13/2015,nestbox,fig,fig,fig,1.25,1.5,1.5,.,2015
gatelinmd1,7/13/2015,nestbox,euonymus,euonymus,euonymus,3,11,2.5,.,2015
gatelinmd1,7/13/2015,nestbox,rose,multiflora rose,multiflora rose,1.25,1,0.75,.,2015
gatelinmd1,7/13/2015,nestbox,carolina cherry laurel,carolina cherry laurel,carolina cherry laurel,2.75,3,2.5,.,2015
gatelinmd1,7/13/2015,nestbox,carolina cherry laurel,carolina cherry laurel,carolina cherry laurel,2,1.75,1.75,.,2015
gatelinmd1,7/13/2015,nestbox,spirea,spirea,spirea,1.75,1.75,2,.,2015
gatelinmd1,7/13/2015,nestbox,spirea,spirea,spirea,1.75,1.75,2,.,2015
gatelinmd1,7/13/2015,nestbox,spirea,spirea,spirea,1.75,1.75,2,.,2015
gatelinmd1,7/13/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,0.75,1,0.75,.,2015
gatelinmd1,7/13/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,0.75,1,0.75,.,2015
gatelinmd1,7/13/2015,nestbox,mahonia ag.,mahonia,mahonia,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,nestbox,mahonia ag.,mahonia,mahonia,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,nestbox,mahonia ag.,mahonia,mahonia,1,0.75,0.75,.,2015
gatelinmd1,7/13/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,1.5,1,1.25,.,2015
gatelinmd1,7/13/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,1.5,1,1.25,.,2015
gatelinmd1,7/13/2015,2,azalea,azalea,azalea,1.75,1.5,1.5,.,2015
gatelinmd1,7/13/2015,2,azalea,azalea,azalea,1.75,1.5,1.5,.,2015
gatelinmd1,7/13/2015,2,purple leaf sand cherry,purple-leaf sand cherry,purple-leaf sand cherry,1,1,0.75,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.25,1,1,.,2015
gatelinmd1,7/13/2015,2,mulberry,mulberry,mulberry,1,0.25,0.25,.,2015
gatelinmd1,7/13/2015,2,spruce?,spruce sp.,spruce sp.,1,0.25,0.25,.,2015
gatelinmd1,7/13/2015,2,rose of sharon,rose of sharon,rose of sharon,15,0.25,0.25,.,2015
gatelinmd1,7/13/2015,2,morning glory,herbaceous,herbaceous,2,0.25,0.25,.,2015
gatelinmd1,7/13/2015,2,black walnut,black walnut,black walnut,0.75,1,1,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.5,1,0.75,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.6,0.5,0.5,.,2015
gatelinmd1,7/13/2015,2,akuba,aucuba japonica,aucuba japonica,1.5,1,1,.,2015
gatelinmd1,7/13/2015,2,akuba,aucuba japonica,aucuba japonica,1.5,1,1,.,2015
gatelinmd1,7/13/2015,2,english ivy,english ivy,english ivy,2,0.75,0.1,.,2015
gatelinmd1,7/13/2015,2,grapevine,grapevine,grapevine,2.5,1.5,1.5,.,2015
gatelinmd1,7/13/2015,2,english ivy,english ivy,english ivy,2,0.1,0.1,.,2015
gatelinmd1,7/13/2015,2,virginia creeper,virginia creeper,virginia creeper,1.5,0.1,0.1,.,2015
gatelinmd1,7/13/2015,1,azalea,azalea,azalea,1,1.5,1.25,.,2015
gatelinmd1,7/13/2015,1,winter creeper (euonymus),wintercreeper,wintercreeper,0.5,0.75,0.75,.,2015
gatelinmd1,7/13/2015,1,flowering quince,flowering quince,flowering quince,2.25,3,2,.,2015
gatelinmd1,7/13/2015,1,unk shrub 1,unknown,unknown,2,1.75,1.75,.,2015
gatelinmd1,7/13/2015,1,azalea,azalea,azalea,2.25,3.25,3.75,.,2015
gatelinmd1,7/13/2015,1,azalea,azalea,azalea,0.75,1,1.25,.,2015
gatelinmd1,7/13/2015,1,rhododendron,rhododendron,rhododendron,1,1.25,1,.,2015
gatelinmd1,7/13/2015,1,"""purple leaf sand cherry""",purple-leaf sand cherry,purple-leaf sand cherry,1.25,1.25,1.25,.,2015
gatelinmd1,7/13/2015,1,nandina,nandina,nandina,0.25,0.5,0.5,.,2015
gatelinmd1,7/13/2015,1,variegated euonymus,varigated euonymus,varigated euonymus,0.5,0.5,0.5,.,2015
gatelinmd1,7/13/2015,3,false holly,false-holly,false-holly,1.25,1.75,1.75,.,2015
gatelinmd1,7/13/2015,3,rhododendron,rhododendron,rhododendron,0.75,1.5,1.5,.,2015
gatelinmd1,7/13/2015,3,aucuba,aucuba japonica,aucuba japonica,1.25,1.25,1,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1.25,1.5,1.25,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1.5,1.75,1.25,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1,1.25,1.25,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1,1.25,1.25,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1,1.25,1.25,.,2015
gatelinmd1,7/13/2015,3,aucuba,aucuba japonica,aucuba japonica,1.5,1.5,1.25,.,2015
gatelinmd1,7/13/2015,3,false holly,false-holly,false-holly,1.75,6.25,1.75,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1.25,1.5,1,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1.75,1.5,1,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,1.25,1.75,1.5,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,0.5,1,1,.,2015
gatelinmd1,7/13/2015,3,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.25,1.5,1.5,.,2015
gatelinmd1,7/13/2015,3,unk shrub 2,unknown,unknown,1.25,1,1.5,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,0.75,1.25,1.25,.,2015
gatelinmd1,7/13/2015,3,forsythia,forsythia,forsythia,2,2,3,.,2015
gatelinmd1,7/13/2015,3,forsythia,forsythia,forsythia,1.5,1,1,.,2015
gatelinmd1,7/13/2015,3,forsythia,forsythia,forsythia,1.5,1,1,.,2015
gatelinmd1,7/13/2015,3,forsythia,forsythia,forsythia,1.5,1,1,.,2015
gatelinmd1,7/13/2015,3,abelia,abelia,abelia,2.75,6,3,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,2,5,1.25,.,2015
gatelinmd1,7/13/2015,3,azalea,azalea,azalea,2.25,1.25,1.5,.,2015
gatelinmd1,7/13/2015,4,azalea,azalea,azalea,1.75,1.75,1.75,.,2015
gatelinmd1,7/13/2015,4,azalea,azalea,azalea,1.75,1.75,1.75,.,2015
gatelinmd1,7/13/2015,4,azalea,azalea,azalea,1.75,1.75,1.75,.,2015
gatelinmd1,7/13/2015,4,azalea,azalea,azalea,1.75,1.75,1.75,.,2015
gatelinmd1,7/13/2015,4,azalea,azalea,azalea,1.75,1.75,1.75,.,2015
gatelinmd1,7/13/2015,4,euonymus,euonymus,euonymus,0.5,0.5,0.25,.,2015
gatelinmd1,7/13/2015,4,euonymus,euonymus,euonymus,4,3,3.25,.,2015
gatelinmd1,7/13/2015,4,barberry,barberry,barberry,2,1,0.75,.,2015
gatelinmd1,7/13/2015,4,pieris,pieris,pieris,0.75,0.75,0.75,.,2015
gatelinmd1,7/13/2015,4,boxwood,boxwood,boxwood,2,1.5,2,.,2015
gatelinmd1,7/13/2015,4,euonymus,euonymus,euonymus,3.25,2.5,2.75,.,2015
gatelinmd1,7/13/2015,4,unk 5,unknown,unknown,2.25,1.25,2,.,2015
gatelinmd1,7/13/2015,4,unk 5,unknown,unknown,2.25,1.25,2,.,2015
gatelinmd1,7/13/2015,4,boxwood,boxwood,boxwood,1.5,2.5,2,.,2015
gatelinmd1,7/13/2015,4,boxwood,boxwood,boxwood,1.5,2.5,2,.,2015
gatelinmd1,7/13/2015,4,azalea,azalea,azalea,1.75,2,2,.,2015
gatelinmd1,7/13/2015,4,azalea,azalea,azalea,1.25,1.25,1.25,.,2015
gatelinmd1,7/13/2015,4,yew,yew,yew,1.5,2,1.75,.,2015
gatelinmd1,7/13/2015,4,black cherry,black cherry,black cherry,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,compact holly,compact holly,compact holly,3.25,5,3,.,2015
guytnikmd1,7/15/2015,nestbox,poison ivy,poison ivy,poison ivy,2.5,0.1,0.1,.,2015
guytnikmd1,7/15/2015,nestbox,unk 1,unknown,unknown,0.75,0.5,0.75,.,2015
guytnikmd1,7/15/2015,nestbox,compact holly,compact holly,compact holly,0.25,0.25,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,compact holly,compact holly,compact holly,0.25,0.25,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,compact holly,compact holly,compact holly,0.25,0.25,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,compact holly,compact holly,compact holly,0.25,0.25,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,azalea,azalea,azalea,1.6,2,2,.,2015
guytnikmd1,7/15/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1,2.25,1.25,.,2015
guytnikmd1,7/15/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1.25,1,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,red variegated barberry,barberry,barberry,2,2.25,2.5,.,2015
guytnikmd1,7/15/2015,nestbox,crape myrtle,crape myrtle,crape myrtle,2,3.25,3.25,.,2015
guytnikmd1,7/15/2015,nestbox,rubus (thicket),rubus sp.,rubus sp.,1.5,4,4,.,2015
guytnikmd1,7/15/2015,nestbox,grapevine,grapevine,grapevine,5,5,5,.,2015
guytnikmd1,7/15/2015,nestbox,grapevine,grapevine,grapevine,5,0.5,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,3,3,.,2015
guytnikmd1,7/15/2015,nestbox,grapevine,grapevine,grapevine,0.75,1,0.5,.,2015
guytnikmd1,7/15/2015,nestbox,virginia creeper,virginia creeper,virginia creeper,1.8,0.25,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,black locust,black locust,black locust,0.6,0.25,0.25,.,2015
guytnikmd1,7/15/2015,nestbox,grapevine,grapevine,grapevine,1.75,2,1,.,2015
guytnikmd1,7/15/2015,nestbox,chinese juniper,chinese juniper,chinese juniper,0.4,1.25,0.75,.,2015
guytnikmd1,7/15/2015,1,english ivy,english ivy,english ivy,2.25,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,0.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,rubus (thicket),rubus sp.,rubus sp.,1,2.5,7,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,2.25,1.25,1.5,.,2015
guytnikmd1,7/15/2015,1,rose of sharon,rose of sharon,rose of sharon,1,0.75,0.5,.,2015
guytnikmd1,7/15/2015,1,rose of sharon,rose of sharon,rose of sharon,1,0.75,0.5,.,2015
guytnikmd1,7/15/2015,1,rubus,rubus sp.,rubus sp.,105,3,4,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,2.25,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1.75,5,4,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,8,4,4,.,2015
guytnikmd1,7/15/2015,1,english ivy,english ivy,english ivy,4,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,english ivy,english ivy,english ivy,4,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,rose of sharon,rose of sharon,rose of sharon,0.75,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,english ivy,english ivy,english ivy,8,1,1,.,2015
guytnikmd1,7/15/2015,1,english ivy,english ivy,english ivy,8,0.75,0.75,.,2015
guytnikmd1,7/15/2015,1,english ivy,english ivy,english ivy,8,0.75,0.75,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,1,0.5,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,rubus,rubus sp.,rubus sp.,1,2,1,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,2,2,1,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,3.75,2,2,.,2015
guytnikmd1,7/15/2015,1,grapevine,grapevine,grapevine,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,english ivy,english ivy,english ivy,2.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,0.25,8,8,.,2015
guytnikmd1,7/15/2015,1,virginia creeper,virginia creeper,virginia creeper,2,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,virginia creeper,virginia creeper,virginia creeper,2,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,virginia creeper,virginia creeper,virginia creeper,2,0.25,0.25,.,2015
guytnikmd1,7/15/2015,1,virginia creeper,virginia creeper,virginia creeper,2,0.25,0.25,.,2015
guytnikmd1,7/15/2015,2,rubus,rubus sp.,rubus sp.,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,2,rubus,rubus sp.,rubus sp.,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,2,rubus,rubus sp.,rubus sp.,0.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,2,1.75,1.75,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,9,5,6,.,2015
guytnikmd1,7/15/2015,3,rubus,rubus sp.,rubus sp.,2.5,7,3,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.75,1,0.5,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,0.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,2,3.5,2,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1.6,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1.6,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1.6,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,rubus,rubus sp.,rubus sp.,1.5,2.75,2,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,2.5,2,1,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,2.25,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,6,0.5,0.25,.,2015
guytnikmd1,7/15/2015,3,mahonia ag.,mahonia,mahonia,1.5,1,1,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,2.25,2,2,.,2015
guytnikmd1,7/15/2015,3,rubus,rubus sp.,rubus sp.,1.25,2,0.75,.,2015
guytnikmd1,7/15/2015,3,rose of sharon,rose of sharon,rose of sharon,0.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,1,1,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,1.25,1,0.25,.,2015
guytnikmd1,7/15/2015,3,rubus,rubus sp.,rubus sp.,1.5,3,3,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,0.75,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,0.75,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,0.75,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,0.75,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,0.75,0.5,0.5,.,2015
guytnikmd1,7/15/2015,3,english ivy,english ivy,english ivy,5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,unk 1,unknown,unknown,2.25,1.75,1.5,.,2015
guytnikmd1,7/15/2015,3,virginia creeper,virginia creeper,virginia creeper,1.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,virginia creeper,virginia creeper,virginia creeper,1.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,virginia creeper,virginia creeper,virginia creeper,1.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,virginia creeper,virginia creeper,virginia creeper,1.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,virginia creeper,virginia creeper,virginia creeper,1.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,virginia creeper,virginia creeper,virginia creeper,1.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,virginia creeper,virginia creeper,virginia creeper,1.75,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,rose,multiflora rose,multiflora rose,1.5,0.25,0.25,.,2015
guytnikmd1,7/15/2015,3,grapevine,grapevine,grapevine,2.5,2,0.5,.,2015
