site,date,point,shrubspp,shrub_format,tree check,height,width,depth,notes,year
eiseshomd1,7/16/2015,2,azalea,azalea,azalea,0.5,0.5,0.5,.,2015
eiseshomd1,7/16/2015,2,azalea,azalea,azalea,0.5,0.5,0.5,.,2015
eiseshomd1,7/16/2015,2,azalea,azalea,azalea,0.25,0.5,0.5,.,2015
eiseshomd1,7/16/2015,2,chinese privet,chinese privet,chinese privet,1,0.75,0.75,.,2015
eiseshomd1,7/16/2015,2,burning bush,burning bush,burning bush,3,4,4,.,2015
eiseshomd1,7/16/2015,2,mountain laurel?,mountain laurel,mountain laurel,1.25,0.75,0.5,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,cherry laurel,cherry laurel,cherry laurel,1,1,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,4.5,4,4.5,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,1.5,1.5,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,3.5,3,2,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,3.5,3,2,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1,1,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1,1,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1,1,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,3.5,2,2,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.25,1,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.5,1,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,5,4.5,3,.,2015
eiseshomd1,7/7/2015,3,possum haw,possumhaw,possumhaw,1,0.5,0.5,.,2015
eiseshomd1,7/7/2015,3,possum haw,possumhaw,possumhaw,1.5,0.5,0.5,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.5,1.5,1.5,.,2015
eiseshomd1,7/7/2015,3,compact holly,compact holly,compact holly,1.5,1,1,.,2015
eiseshomd1,7/7/2015,3,honeysuckle bush,bush honeysuckle,bush honeysuckle,4,3,3,.,2015
eiseshomd1,7/7/2015,3,pignut hickory?,pignut hickory,pignut hickory,0.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,compact holly,compact holly,compact holly,0.5,1.5,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,4.5,1.5,1.5,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1,1,1,.,2015
eiseshomd1,7/7/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.5,0.25,0.25,.,2015
eiseshomd1,7/7/2015,3,weigela florida,weigela,weigela,3,3,3,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1,1,1,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1,1,1,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1,1,1,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1,1,1,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1,1,1,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1.5,1.5,1.5,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1.5,1.5,1.5,.,2015
eiseshomd1,7/7/2015,4,azalea,azalea,azalea,1.5,1.5,1.5,.,2015
landcelva1,6/20/2015,nestbox,redbud,redbud,redbud,0.75,1,1,.,2015
landcelva1,6/20/2015,nestbox,oakleaf hydrangea,oakleaf hydrangea,oakleaf hydrangea,1.5,2,1.5,.,2015
landcelva1,6/20/2015,nestbox,bamboo sp.,bamboo,bamboo,9,10,1,.,2015
landcelva1,6/20/2015,nestbox,wild azalea,azalea,azalea,0.75,1,0.75,.,2015
landcelva1,6/20/2015,nestbox,button willow,buttonbush,buttonbush,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,button willow,buttonbush,buttonbush,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,button willow,buttonbush,buttonbush,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,winterberry,winterberry,winterberry,1,1,1,.,2015
landcelva1,6/20/2015,nestbox,bamboo sp.,bamboo,bamboo,4.5,4.5,4.5,.,2015
landcelva1,6/20/2015,nestbox,american beautyberry,beautyberry,beautyberry,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,american beautyberry,beautyberry,beautyberry,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,american beautyberry,beautyberry,beautyberry,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,american blueberry,lowbush blueberry,lowbush blueberry,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,american blueberry,lowbush blueberry,lowbush blueberry,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,american blueberry,lowbush blueberry,lowbush blueberry,0.75,0.75,0.75,.,2015
landcelva1,6/20/2015,nestbox,native viburnum,viburnum (native),viburnum (native),1.5,1.5,1,.,2015
landcelva1,6/20/2015,nestbox,native viburnum,viburnum (native),viburnum (native),1.5,1.5,1,.,2015
landcelva1,6/20/2015,nestbox,butterfly weed,butterfly bush,butterfly bush,0.5,0.5,0.5,.,2015
landcelva1,6/20/2015,nestbox,lilac,lilac,lilac,3.5,2.5,2.5,.,2015
landcelva1,6/20/2015,2,euonymus,euonymus,euonymus,3.5,2,2,.,2015
landcelva1,6/20/2015,2,abelia,abelia,abelia,2.25,2.5,2.5,.,2015
landcelva1,6/20/2015,2,crape myrtle,crape myrtle,crape myrtle,3.5,2,2,.,2015
landcelva1,6/20/2015,2,crape myrtle,crape myrtle,crape myrtle,3.5,2,2,.,2015
landcelva1,6/20/2015,2,crape myrtle,crape myrtle,crape myrtle,4.5,4,3,.,2015
landcelva1,6/20/2015,2,crape myrtle,crape myrtle,crape myrtle,1.5,1,1,.,2015
landcelva1,6/20/2015,2,azalea,azalea,azalea,0.75,1,2.5,.,2015
landcelva1,6/20/2015,2,ornamental holly,ornamental holly,ornamental holly,0.75,0.5,0.5,.,2015
landcelva1,6/20/2015,2,redbud,redbud,redbud,0.75,0.5,0.5,.,2015
landcelva1,6/20/2015,3,silver maple,silver maple,silver maple,3,5,4,.,2015
landcelva1,6/20/2015,3,redbud,redbud,redbud,1.25,1.75,1.75,.,2015
landcelva1,6/20/2015,3,mulberry,mulberry,mulberry,1.25,0.5,0.5,.,2015
landcelva1,6/20/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.5,1.25,0.75,.,2015
landcelva1,6/20/2015,4,aucuba japonica,aucuba japonica,aucuba japonica,3.5,3,3,.,2015
landcelva1,6/20/2015,4,lilac,lilac,lilac,4,3,2.5,.,2015
landcelva1,6/20/2015,4,azalea,azalea,azalea,1,0.5,0.75,.,2015
landcelva1,6/20/2015,4,bamboo sp.,bamboo,bamboo,5,7,1.5,.,2015
landcelva1,6/20/2015,4,azalea,azalea,azalea,0.75,1,1,.,2015
landcelva1,6/20/2015,4,yew,yew,yew,0.75,1,1.5,.,2015
landcelva1,6/20/2015,4,grapevine,grapevine,grapevine,3,0.25,0.25,.,2015
landcelva1,6/20/2015,4,azalea,azalea,azalea,0.5,0.75,0.5,.,2015
landcelva1,6/20/2015,4,english ivy,english ivy,english ivy,0.25,0.25,0.25,.,2015
landcelva1,6/20/2015,4,crape myrtle,crape myrtle,crape myrtle,1.5,1,1,.,2015
landcelva1,6/20/2015,4,crape myrtle,crape myrtle,crape myrtle,1.5,1,1,.,2015
landcelva1,6/20/2015,4,crape myrtle,crape myrtle,crape myrtle,1.5,1,1,.,2015
landcelva1,6/20/2015,4,lilac,lilac,lilac,2,2,2.5,.,2015
landcelva1,6/20/2015,4,flowering quince,flowering quince,flowering quince,3,3,2,.,2015
landcelva1,6/20/2015,4,azalea,azalea,azalea,0.75,1,1,.,2015
landcelva1,6/20/2015,4,azalea,azalea,azalea,0.75,1,1,.,2015
landcelva1,6/20/2015,4,boxwood,boxwood,boxwood,1,1,1,.,2015
browannmd1,6/19/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1,1,1,.,2015
browannmd1,6/19/2015,nestbox,nandina,nandina,nandina,2,1.5,1,.,2015
browannmd1,6/19/2015,nestbox,japanese maple,japanese maple,japanese maple,2,2.5,1.5,.,2015
browannmd1,6/19/2015,nestbox,american holly,american holly,american holly,1.75,1.25,1.25,.,2015
browannmd1,6/19/2015,nestbox,nandina,nandina,nandina,0.5,0.5,0.5,.,2015
browannmd1,6/19/2015,nestbox,nandina,nandina,nandina,0.5,0.5,0.5,.,2015
browannmd1,6/19/2015,nestbox,azalea,azalea,azalea,0.5,0.5,0.5,.,2015
browannmd1,6/19/2015,nestbox,azalea,azalea,azalea,0.5,0.5,0.5,.,2015
browannmd1,6/19/2015,nestbox,azalea,azalea,azalea,0.5,0.5,0.5,.,2015
browannmd1,6/19/2015,nestbox,boxwood,boxwood,boxwood,0.25,0.25,0.25,.,2015
browannmd1,6/19/2015,nestbox,? woody herb w/ pink blooms,spirea,spirea,0.5,0.5,0.75,from pictures,2015
browannmd1,6/19/2015,nestbox,? woody herb w/ pink blooms,spirea,spirea,0.5,0.5,0.75,from pictures,2015
browannmd1,6/19/2015,nestbox,? woody herb w/ pink blooms,spirea,spirea,0.5,0.5,0.75,from pictures,2015
browannmd1,6/19/2015,nestbox,?boxwood?,boxwood,boxwood,2,0.25,0.25,.,2015
browannmd1,6/19/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,0.25,0.25,0.25,.,2015
browannmd1,6/19/2015,nestbox,japanese maple,japanese maple,japanese maple,1.5,1,1,.,2015
browannmd1,6/19/2015,nestbox,?plant,unknown,unknown,0.5,1,0.5,.,2015
browannmd1,6/19/2015,nestbox,?plant,unknown,unknown,0.5,1,0.5,.,2015
browannmd1,6/19/2015,nestbox,?plant,unknown,unknown,0.5,1,1,.,2015
browannmd1,7/22/2015,1,unk 1,unknown,unknown,0.5,0.5,0.5,.,2015
browannmd1,7/22/2015,1,unk 1,unknown,unknown,0.5,0.5,0.5,.,2015
browannmd1,7/22/2015,1,unk 1,unknown,unknown,0.5,0.75,0.75,.,2015
browannmd1,7/22/2015,1,unk 2,unknown,unknown,0.75,1.25,1.25,.,2015
browannmd1,7/22/2015,1,red oak,red oak,red oak,0.5,0.25,0.25,.,2015
browannmd1,7/22/2015,1,english ivy,english ivy,english ivy,1.25,1.25,1.25,.,2015
browannmd1,7/22/2015,2,japanese maple,japanese maple,japanese maple,1.3,1.5,2,.,2015
browannmd1,7/22/2015,2,ornamental rose,ornamental rose,ornamental rose,1.25,1,0.75,.,2015
browannmd1,7/22/2015,2,ornamental rose,ornamental rose,ornamental rose,1.25,1,0.75,.,2015
browannmd1,7/22/2015,2,ornamental rose,ornamental rose,ornamental rose,1.25,1,0.75,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1.5,1.1,1,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1.5,1.1,1,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1.5,1.1,1,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1,0.75,1,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1,0.75,1,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1,0.75,1,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1,0.75,1,.,2015
browannmd1,7/22/2015,2,boxwood,boxwood,boxwood,1,0.75,1,.,2015
browannmd1,7/22/2015,2,virginia creeper,virginia creeper,virginia creeper,0.75,0.5,0.1,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,2,1,1,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,2,1,1,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,2,1,1,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,0.75,0.5,0.75,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,0.75,0.5,0.75,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,0.75,0.5,0.75,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,1,0.75,0.75,.,2015
browannmd1,7/22/2015,2,nandina,nandina,nandina,1.75,0.75,1.1,.,2015
browannmd1,7/22/2015,2,azalea,azalea,azalea,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,2,azalea,azalea,azalea,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,2,azalea,azalea,azalea,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,2,azalea,azalea,azalea,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,3,white oak,white oak,white oak,1,0.5,0.5,.,2015
browannmd1,7/22/2015,3,american holly,american holly,american holly,3.25,2.25,2.25,.,2015
browannmd1,7/22/2015,3,rosemary,rosemary,rosemary,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,3,unk 1,unknown,unknown,2,1.5,1.5,.,2015
browannmd1,7/22/2015,3,unk 2,unknown,unknown,0.75,1.25,1.25,.,2015
browannmd1,7/22/2015,3,unk 2,unknown,unknown,0.75,1.25,1.25,.,2015
browannmd1,7/22/2015,3,red oak,red oak,red oak,2,1,0.75,.,2015
browannmd1,7/22/2015,3,unk 3,unknown,unknown,1.5,0.75,0.5,.,2015
browannmd1,7/22/2015,3,unk 3,unknown,unknown,1.5,0.75,0.5,.,2015
browannmd1,7/22/2015,3,unk 3,unknown,unknown,1.5,0.75,0.5,.,2015
browannmd1,7/22/2015,3,unk 3,unknown,unknown,1.5,0.75,0.5,.,2015
browannmd1,7/22/2015,3,unk 3,unknown,unknown,1.5,0.75,0.5,.,2015
browannmd1,7/22/2015,3,unk 3,unknown,unknown,1.5,0.75,0.5,.,2015
browannmd1,7/22/2015,3,unk 3,unknown,unknown,1.5,0.75,0.5,.,2015
browannmd1,7/22/2015,3,unk 4,unknown,unknown,0.6,1,0.75,.,2015
browannmd1,7/22/2015,3,2 needle pine,unknown (pine),unknown (pine),1,0.75,2,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.8,1,1,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.25,0.75,0.75,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.25,0.75,0.75,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.25,0.75,0.75,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.25,0.75,0.75,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.25,0.75,0.75,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.25,0.75,0.75,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.25,0.75,0.75,.,2015
browannmd1,7/22/2015,3,nandina,nandina,nandina,1.5,1,0.75,.,2015
browannmd1,7/22/2015,3,boxwood,boxwood,boxwood,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,4,compact holly,compact holly,compact holly,1.5,1.5,1.6,.,2015
browannmd1,7/22/2015,4,azalea,azalea,azalea,0.5,0.5,0.5,.,2015
browannmd1,7/22/2015,4,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,1.5,0.5,0.25,.,2015
browannmd1,7/22/2015,4,asian beautyberry,beautyberry,beautyberry,1,2,1.5,.,2015
browannmd1,7/22/2015,4,black locust,black locust,black locust,1.1,2,1,.,2015
browannmd1,7/22/2015,4,azalea,azalea,azalea,0.75,1,1,.,2015
browannmd1,7/22/2015,4,azalea,azalea,azalea,0.5,0.5,0.75,.,2015
browannmd1,7/22/2015,4,black cherry,black cherry,black cherry,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,4,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,0.5,0.75,0.6,.,2015
browannmd1,7/22/2015,4,nandina,nandina,nandina,2,1,0.75,.,2015
browannmd1,7/22/2015,4,ornamental rose,ornamental rose,ornamental rose,1.5,0.75,1,.,2015
browannmd1,7/22/2015,4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.1,.,2015
browannmd1,7/22/2015,4,nandina,nandina,nandina,1.6,1,0.75,.,2015
browannmd1,7/22/2015,4,nandina,nandina,nandina,1.6,1,0.75,.,2015
browannmd1,7/22/2015,4,nandina,nandina,nandina,1,0.75,0.6,.,2015
browannmd1,7/22/2015,4,nandina,nandina,nandina,1,0.75,0.6,.,2015
browannmd1,7/22/2015,4,barberry,barberry,barberry,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,4,barberry,barberry,barberry,0.75,0.75,0.75,.,2015
browannmd1,7/22/2015,4,viburnum nudum,viburnum nudum,viburnum nudum,1.75,1,1.25,.,2015
browannmd1,7/22/2015,4,viburnum nudum,viburnum nudum,viburnum nudum,1.5,1.25,1.1,.,2015
browannmd1,7/22/2015,4,viburnum nudum,viburnum nudum,viburnum nudum,1.5,1.25,1.1,.,2015
browannmd1,7/22/2015,4,rosemary,rosemary,rosemary,0.75,0.5,0.3,.,2015
browannmd1,7/22/2015,4,unk 4,unknown,unknown,0.5,0.75,1,.,2015
browannmd1,7/22/2015,4,unk 5,unknown,unknown,1.25,1,1,.,2015
browannmd1,7/22/2015,4,barberry,barberry,barberry,1,1.1,1,.,2015
mcdoeliva1,6/16/2015,nestbox,lilac,lilac,lilac,1.5,0.6,0.8,.,2015
mcdoeliva1,6/16/2015,nestbox,nandina,nandina,nandina,1.5,1,1.25,.,2015
mcdoeliva1,6/16/2015,nestbox,nandina,nandina,nandina,1,1,1,.,2015
mcdoeliva1,6/16/2015,nestbox,willow oak,willow oak,willow oak,1,1.5,1,.,2015
mcdoeliva1,6/16/2015,nestbox,black cherry,black cherry,black cherry,1.25,0.5,0.5,.,2015
mcdoeliva1,6/16/2015,nestbox,tree of heaven,tree of heaven,tree of heaven,1,0.5,0.5,.,2015
mcdoeliva1,6/16/2015,nestbox,forsythia,forsythia,forsythia,0.5,1,1,.,2015
mcdoeliva1,6/16/2015,nestbox,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,1.5,3,0.5,.,2015
mcdoeliva1,6/16/2015,nestbox,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,0.5,1,0.5,.,2015
mcdoeliva1,6/16/2015,nestbox,greenbrier,green briar,green briar,0.25,0.25,0.25,.,2015
mcdoeliva1,6/16/2015,nestbox,poison ivy,poison ivy,poison ivy,1,1.5,0.5,.,2015
mcdoeliva1,6/16/2015,nestbox,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,0.5,2,0.5,.,2015
mcdoeliva1,6/16/2015,nestbox,mulberry,mulberry,mulberry,1,0.5,0.25,.,2015
mcdoeliva1,6/16/2015,nestbox,privet,privet,privet,0.5,0.25,0.25,.,2015
mcdoeliva1,6/16/2015,nestbox,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,1,0.25,0.25,.,2015
mcdoeliva1,7/26/2015,1,privet,privet,privet,2.5,2,1.5,.,2015
mcdoeliva1,7/26/2015,1,oriental bittersweet,oriental bittersweet,oriental bittersweet,1.5,0.2,1.5,.,2015
mcdoeliva1,7/26/2015,1,tree of heaven,tree of heaven,tree of heaven,1,1,0.5,.,2015
mcdoeliva1,7/26/2015,1,english ivy,english ivy,english ivy,5,0.1,0.1,.,2015
mcdoeliva1,7/26/2015,1,grapevine,grapevine,grapevine,2,1.5,1,.,2015
mcdoeliva1,7/26/2015,1,boxelder,boxelder,boxelder,1,0.1,0.1,.,2015
mcdoeliva1,7/26/2015,1,crape myrtle,crape myrtle,crape myrtle,2.75,2.5,2.5,.,2015
mcdoeliva1,7/26/2015,1,azalea,azalea,azalea,1,1.5,0.75,.,2015
mcdoeliva1,7/26/2015,1,privet,privet,privet,3,1.5,1.5,.,2015
mcdoeliva1,7/26/2015,1,"japanese honeysuckle, oriental bittersweet, porcelainberry mix",japanese honeysuckle,japanese honeysuckle,1.5,0.5,7,.,2015
mcdoeliva1,7/26/2015,1,"japanese honeysuckle, oriental bittersweet, porcelainberry mix",oriental bittersweet,oriental bittersweet,1.5,0.5,7,.,2015
mcdoeliva1,7/26/2015,1,"japanese honeysuckle, oriental bittersweet, porcelainberry mix",porcelianberry,porcelianberry,1.5,0.5,7,.,2015
mcdoeliva1,7/26/2015,1,carolina cherry laurel,carolina cherry laurel,carolina cherry laurel,1.5,1.25,1,.,2015
mcdoeliva1,7/26/2015,1,privet,privet,privet,3,2,2,.,2015
mcdoeliva1,7/26/2015,1,privet,privet,privet,3,1.5,1.5,.,2015
mcdoeliva1,7/26/2015,2,ash sp.,ash sp.,ash sp.,1,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,ash sp.,ash sp.,ash sp.,1,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,privet,privet,privet,3.75,10,2,.,2015
mcdoeliva1,7/26/2015,2,grapevine,grapevine,grapevine,1,1,1,.,2015
mcdoeliva1,7/26/2015,2,rose of sharon,rose of sharon,rose of sharon,0.5,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,rose of sharon,rose of sharon,rose of sharon,0.5,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,rose of sharon,rose of sharon,rose of sharon,1.75,0.75,1,.,2015
mcdoeliva1,7/26/2015,2,privet,privet,privet,1.5,1,1,.,2015
mcdoeliva1,7/26/2015,2,rose of sharon,rose of sharon,rose of sharon,1,1.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,privet,privet,privet,0.5,0.25,0.25,.,2015
mcdoeliva1,7/26/2015,2,mulberry,mulberry,mulberry,1,1,1,.,2015
mcdoeliva1,7/26/2015,2,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,0.5,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,0.5,1,0.5,.,2015
mcdoeliva1,7/26/2015,2,grapevine,grapevine,grapevine,1.5,3,0.5,.,2015
mcdoeliva1,7/26/2015,2,english ivy,english ivy,english ivy,6,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,privet,privet,privet,2.5,1,0.5,.,2015
mcdoeliva1,7/26/2015,2,privet,privet,privet,1.5,0.25,0.25,.,2015
mcdoeliva1,7/26/2015,2,rose of sharon,rose of sharon,rose of sharon,0.5,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,boxwood,boxwood,boxwood,1.5,0.1,0.1,.,2015
mcdoeliva1,7/26/2015,2,yew,yew,yew,1,1.5,1.5,.,2015
mcdoeliva1,7/26/2015,2,yew,yew,yew,1,1.5,1.5,.,2015
mcdoeliva1,7/26/2015,2,dogwood sp.,dogwood sp.,dogwood sp.,2,1,1,.,2015
mcdoeliva1,7/26/2015,2,english ivy,english ivy,english ivy,1,0.1,0.1,.,2015
mcdoeliva1,7/26/2015,2,grapevine,grapevine,grapevine,1,0.1,0.1,.,2015
mcdoeliva1,7/26/2015,2,privet,privet,privet,0.5,0.1,0.1,.,2015
mcdoeliva1,7/26/2015,2,black cherry,black cherry,black cherry,0.5,0.25,0.25,.,2015
mcdoeliva1,7/26/2015,2,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,1.75,2,0.25,.,2015
mcdoeliva1,7/26/2015,2,ash sp.,ash sp.,ash sp.,0.5,0.25,0.25,.,2015
mcdoeliva1,7/26/2015,2,silk tree,silk tree,silk tree,1,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,1.5,1.5,0.1,.,2015
mcdoeliva1,7/26/2015,2,privet,privet,privet,1,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,2,silver maple,silver maple,silver maple,1.25,0.25,0.1,.,2015
mcdoeliva1,7/26/2015,2,burning bush,burning bush,burning bush,1,1,1,.,2015
mcdoeliva1,7/26/2015,2,boxwood,boxwood,boxwood,0.5,1,0.75,.,2015
mcdoeliva1,7/26/2015,3,privet,privet,privet,4,10,2,.,2015
mcdoeliva1,7/26/2015,3,burning bush,burning bush,burning bush,1,1,1,.,2015
mcdoeliva1,7/26/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.5,1,1,.,2015
mcdoeliva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,3,2,2,.,2015
mcdoeliva1,7/26/2015,3,poison ivy,poison ivy,poison ivy,1,1,1,.,2015
mcdoeliva1,7/26/2015,3,virginia creeper,virginia creeper,virginia creeper,1,1,1,.,2015
mcdoeliva1,7/26/2015,3,black cherry,black cherry,black cherry,1,1,1,.,2015
mcdoeliva1,7/26/2015,3,privet,privet,privet,3,2,2,.,2015
mcdoeliva1,7/26/2015,4,american plum,american plum,american plum,1.5,1,0.5,.,2015
mcdoeliva1,7/26/2015,4,privet,privet,privet,2,1.5,1.5,.,2015
mcdoeliva1,7/26/2015,4,english ivy,english ivy,english ivy,4,0.1,0.1,.,2015
mcdoeliva1,7/26/2015,4,american plum,american plum,american plum,1.5,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,2,2,1.5,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,4.5,3,3,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,3,2,2,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,3,2,2,.,2015
mcdoeliva1,7/26/2015,4,boxwood,boxwood,boxwood,1.5,1,1,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,3.5,2,2,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,2,1.5,1.5,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,3.5,2,2,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,3.5,1.5,2,.,2015
mcdoeliva1,7/26/2015,4,chinese privet,chinese privet,chinese privet,4,2,1.5,.,2015
mcdoeliva1,7/26/2015,4,japanese maple,japanese maple,japanese maple,1,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,4,wineberry,wineberry,wineberry,1,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,4,boxwood,boxwood,boxwood,1,1,1,.,2015
mcdoeliva1,7/26/2015,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2015
mcdoeliva1,7/26/2015,4,boxwood,boxwood,boxwood,1.25,1.25,1,.,2015
mcdoeliva1,7/26/2015,4,boxwood,boxwood,boxwood,1.25,1.25,1,.,2015
